text,options,type,answer,score,explanation,註解
有關逆行性射精之敘述，下列何者錯誤？,A.常見於脊髓損傷或糖尿病合併神經病變之患者 B.可能為腹腔或骨盆腔手術後之併發症 C.流至尿道的精液逆流至膀胱 D.接受精子捐贈進行人工授精為唯一的治療方式,單選,D. 接受精子捐贈進行人工授精為唯一的治療方式,2,【解答】D 【出處】不孕症之護理 【解析】逆行性射精的患者可在性交後的膀胱尿 液中找出可用的精蟲行人工授精或顯微注射術的 試管嬰兒(ICSI-IVF)。,113產兒科
王女士罹患梅毒，王女士表示先生如果知道了，他會失去先生，不停掩面哭泣，下列護理措施何者最適當？,A.告知王女士切勿隱瞞，因先生可能已感染，請他立即連絡先生到院檢查 B.衛教將以抗生素進行治療，立即協助施打cefazolin C.告知王女士哭泣無法解決問題，請王女士堅強面對 D.傾聽王女士的不安與擔憂，鼓勵其與先生共同面對，接受治療,單選,D. 傾聽王女士的不安與擔憂，鼓勵其與先生共同面對，接受治療,2,【解答】D 【出處】高危險妊娠及其護理 【解析】懷孕期問治療梅毒使用的抗生素為 Penicillin,113產兒科
小花因誤食鐵劑而送醫治療，指導小花媽媽之護理措施，下列敘述何者最適當？,A.鐵劑通常不會沉積在肝臟或造成肝損傷 B.一週後應注意腸胃不適或出血的症狀 C.使用活性碳可以幫助鐵劑的吸附 D.注射去鐵質劑，尿液會呈深褐／紅橙色,單選,D. 注射去鐵質劑，尿液會呈深褐／紅橙色,2,【解答】D 【出處】事故傷害與其他系統疾病 【解析】鋨劑會造成肝臟的損害，甚至腸胃出血 穿孔，使用解毒劑 deferoxamine 尿液會呈現深褐 色或玫瑰色。,113產兒科
小明，16歲，高中一年級，在校成績低落、情緒不穩、易怒、缺課，曾表明想從世界消失。就醫後診斷為青 少年憂鬱症。媽媽詢問護理師如何幫助小明時，下列敘述何者錯誤？,A.讓小明知道自己生病了，需要治療 B.多安排小明的戶外運動 C.告知小明不要胡思亂想，應致力於課業成就 D.多陪伴小明，避免小明獨處,單選,C. 告知小明不要胡思亂想，應致力於課業成就,2,【解答】C 【出處】兒童及青少年心理社會健康 【解析】讓患者知道自己有憂鬱症，鼓勵放鬆， 安排活動，陪伴減少獨處防止自殺！ 不要強調讀書，一些重大事件可以延後做決定， 例如：升學、轉學。,113產兒科
有關滿15個月大幼兒之動作發展，下列敘述何者正確？,A.能正確指出身體的一部分 B.能重疊6塊積木 C.不需扶持可獨自行走 D.會自己洗手並擦乾,單選,C. 不需扶持可獨自行走,2,【解答】C 【出處】正常兒童之生長發展與健康照護 【解析】15個月大幼兒 90%不需扶持可獨立行走。,113產兒科
君君，4歲，入院接受靜脈注射和腹部手術，住院期間護理師和君君說話的內容，下列敘述何者最不適當？,A.跟你的玩偶說你覺得害怕的事 B.打針時跟護理師一起慢慢吸氣吐氣 C.切開你的肚子才能把蟲拿出來 D.你按著拔針的地方才不會流血,單選,C. 切開你的肚子才能把蟲拿出來,2,【解答】C 【出處】住院兒童之護理 【解析】治療性遊戲不要出現傷害性語詞， 例如：切開、開刀。,113產兒科
護理師給與2歲小廷耳滴藥的照護措施，下列敘述何者錯誤？,A.協助病童躺向健側半側臥 B.將耳朵往下往後輕拉，使耳道變直 C.將耳藥直接滴於鼓膜上 D.滴藥後以手指按摩耳部促進藥物吸收,單選,C. 將耳藥直接滴於鼓膜上,2,【解答】C 【出處】住院兒童之護理 【解析】耳藥滴於外耳道，而自行流入耳膜。,113產兒科
當嬰幼兒初次接觸陌生人或新環境，會表現出接受或退縮的態度。此為氣質評估內容中那一個項目？,A.反應閾 B.適應度 C.趨避性 D.堅持度,單選,C. 趨避性,2,【解答】C 【出處】正常兒童之生長發展與健康照護 【解析】趨避性：對於新刺激的最初反應性質 分為趨性及避性。,113產兒科
小亮，出生後診斷為腭裂（cleft palate），1歲時入院行腭裂修補術，有關術後約束之護理措施，下列敘 述何者正確？,A.木乃伊約束法 B.手臂約束法 C.手肘約束法 D.背心式約束法,單選,C. 手肘約束法,2,【解答】C 【出處】高危險性新生兒之護理 【解析】唇顎裂最常見用手肘約束法來約束雙手,113產兒科
有關早產兒發展性照護的敘述，下列何者正確？,A.提供父母與早產兒皮膚對皮膚的袋鼠式護理 B.執行治療時，固定早產兒雙臂與腿呈伸展姿勢的寧握護理 C.採分散護理，以避免早產兒生命徵象不穩定 D.保持環境明亮，早產兒戴上遮光眼罩以促進視覺發展,單選,A. 提供父母與早產兒皮膚對皮膚的袋鼠式護理,2,【解答】A 【出處】高危險性新生兒之護理 【解析】寧握護理身體呈屈曲姿勢，採集中護理， 燈光柔和。,113產兒科
小紅，12歲，罹患急性骨髓性白血病，治療後復發，目前處於疾病末期，她向父母發脾氣說：「為什麼生病 的人是我，都是你們沒有把我照顧好！」，下列照護措施何者最適合？,A.仔細傾聽其話語，鼓勵小紅表達內心的需要 B.鼓勵接受目前的治療措施，降低治療造成的疼痛 C.鼓勵與同儕聯繫，讓其有歸屬感，並轉移焦點 D.說明父母與醫療團隊已經盡最大努力協助治療,單選,A. 仔細傾聽其話語，鼓勵小紅表達內心的需要,2,【解答】A 【出處】慢性病兒童及其家庭之護理 【解析】傾聽是很棒的護理措施，這題應該能夠 拿分的，,113產兒科
"小敏妊娠週數26週出生，醫師診斷為壞死性腸炎（necrotizing enterocolitis, NEC），有關其護理照護及 處置之敘述，下列何者最不適當？",A.為防止腸道受損，應避免測量肛溫 B.初期觀察小敏是否會出現活動力下降、體溫不穩及呼吸窘迫等症狀 C.立即禁食，給與全靜脈營養 D.護理評估發現腸蠕動減慢，嘔吐物不含膽汁,單選,D. 護理評估發現腸蠕動減慢，嘔吐物不含膽汁,2,【解答】D 【出處】高危險性新生兒之護理 【解析】壞死性腸炎，嘔吐物含膽汁。,113產兒科
有關預防造成新生兒猝死之睡眠環境的護理指導，下列敘述何者正確？,A.母親與嬰兒同床以方便母乳哺餵 B.嬰兒應該仰睡且以枕頭抬高頭部 C.嬰兒的枕頭旁擺放絨毛玩具以增加安全感 D.嬰兒應該避免穿過多衣服或用衣物包覆頭部,單選,D. 嬰兒應該避免穿過多衣服或用衣物包覆頭部,2,【解答】D 【出處】兒童及青少年心理社會健康 【解析】不建議母親與嬰兒同床，也不建議使用 絨毛玩具。,113產兒科
有關腮腺炎（mumps）最常見的合併症，下列敘述何者正確？,A.無菌性腦膜炎 B.肺炎 C.熱性痙攣 D.續發性皮膚感染,單選,A. 無菌性腦膜炎,2,【解答】A 【出處】兒童傳染性痪病與護理 【解析】合併症：無菌性腦膜炎、睪丸炎、胰臟 炎、神經性耳辈。以無菌性腦膜炎最常見。,113產兒科
陳小弟，5歲，罹患扁桃腺炎（tonsillitis），接受扁桃腺切除手術（tonsillectomy），下列術後護理何 者正確？,A.預防肺擴張不全，鼓勵深呼吸、用力咳嗽 B.注意觀察是否有吞嚥或清喉嚨次數增加 C.局部熱敷或提供熱食，促進傷口血液循環 D.提供含維生素C飲料（如檸檬汁），促進傷口癒合,單選,B. 注意觀察是否有吞嚥或清喉嚨次數增加,2,【解答】B 【出處】呼吸系統族病及護理 【解析】盡量不要用力咳嗽、清喉嚨、擤鼻涕會 造成出血。建議冰敷，避免喝檸檬汁或紅色褐色 飲料。,113產兒科
有關嬰幼兒呼吸道特性的敘述，下列何者錯誤?,A.耳咽管較短且水平，較易受感染 B.舌頭在口腔的比例較大，感染後易出現阻塞 C.嬰兒喉頭在頸部較高處，較易出現吸入性肺炎 D.嬰幼兒胸腔順應性較成人低,單選,D. 嬰幼兒胸腔順應性較成人低,2,【解答】D 【出處】呼吸系統疾病及護理 【解析】婴兒有利於呼吸的構造是肋骨架柔軟有 彈性，即順從性高。,113產兒科
有關川崎氏症病童的治療及其目的，下列敘述何者正確？,A.給與阿斯匹靈（aspirin），以促進血小板凝集 B.給與免疫球蛋白（IVIG）可有效降低冠狀動脈瘤發生 C.給與苯巴比特魯錠（phenobarbital）治療舞蹈症 D.給與盤尼西林（penicillin）以預防發炎,單選,B. 給與免疫球蛋白（IVIG）可有效降低冠狀動脈瘤發生,2,【解答】B 【出處】循環系統疾病及護理 【解析】川崎氏症給予 aspirin 以抗發炎與抑制血 小板凝集。,113產兒科
有關嬰幼兒缺鐵性貧血（iron deficiency anemia）之敘述，下列何者正確？,A.屬體染色體隱性遺傳疾病 B.常發生於6～24個月大的足月兒 C.紅血球體積比正常紅血球大 D.長期貧血可能導致心跳過慢之代償反應,單選,B. 常發生於6～24個月大的足月兒,2,【解答】B 【出處】血液系統族病患童之護理 【解析】缺鐵性貧血是營養的問題，食物中缺少 鐵質所導致。紅血球體積變小且蒼白，代償反應 心跳會變快。,113產兒科
小華，6個月，罹患兒童癌症，目前接受化學治療且須治療半年以上，則小華可以接種下列何種疫苗？,A.四合一疫苗（Tdap-IPV） B.水痘疫苗 C.輪狀病毒疫苗 D.麻疹腮腺炎德國麻疹混合疫苗,單選,A. 四合一疫苗（Tdap-IPV）,2,【解答】A 【出處】神經與骨骼系統疾病與護理 【解析】癌症患者避免施打活性疫苗。 水痘疫苗、輪狀病毒疫苗丶麻疹腮腺炎徳國麻疹 混合疫苗都是活性疫苗，故不可施打,113產兒科
小萍診斷為先天性甲狀腺功能低下症，有關血液檢驗值之敘述，下列何者正確？,A.甲狀腺素T4高於正常值、甲狀腺刺激素TSH高於正常值 B.甲狀腺素T4高於正常值、甲狀腺刺激素TSH低於正常值 C.甲狀腺素T4低於正常值、甲狀腺刺激素TSH低於正常值 D.甲狀腺素T4低於正常值、甲狀腺刺激素TSH高於正常值,單選,D. 甲狀腺素T4低於正常值、甲狀腺刺激素TSH高於正常值,2,【解答】D 【出處】內分泌與代謝功能異常兒童之護理 【解析】甲狀腺功能低下症，甲狀腺素T4 低於正 常值，甲狀腺刺激素 TSH 高於正常值。 請熟記。,113產兒科
有關性早熟（precocious puberty）的敘述，下列何者正確？,A.男孩在12歲以前、女孩在11歲以前出現第二性徵，即為性早熟 B.血清中的LH、FSH、estrogen、testosterone皆正常 C.中樞性性早熟可給與leuprolide acetate，以抑制促性腺激素釋放荷爾蒙（GnRH）的分泌 D.可以腹部斷層掃描確認是否有中樞性性早熟,單選,C. 中樞性性早熟可給與leuprolide acetate，以抑制促性腺激素釋放荷爾蒙（GnRH）的分泌,2,【解答】C 【出處】內分泌與代謝功能異常兒童之護王 【解析】男孩出現在九歲以前，女孩出現在八歲 以前，稱為性早熟。血清中 LH、FS、estrogen、 testosterone 皆升高。可以腦部掃描確認是否有中 樞神經性性早熟。,113產兒科
膽道閉鎖（biliary atresia）是嬰兒先天性疾病之一，下列敘述何者錯誤？,A.常出現灰白色的大便、暗茶色的尿液 B.容易影響脂肪的消化吸收，導致水溶性維生素缺乏 C.膽管炎是手術後常見的合併症之一 D.提供不需要膽汁消化的中鏈脂肪酸配方奶、高蛋白牛奶為主,單選,B. 容易影響脂肪的消化吸收，導致水溶性維生素缺乏,2,【解答】B 【出處】高危險性新生兒之護理 【解析】因為缺乏膽鹽，易造成脂肪類及脂溶性 維生素 ADEK 吸收障礙。,113產兒科
小強罹患先天性巨結腸症（congential megacolon），有關照護和手術之護理指導敘述，下列何者正確？,A.保守療法應採低渣、高熱量、高蛋白飲食 B.手術前需採肥皂水進行腸道清潔灌腸 C.術後若有造瘻口腫脹情形，則是異常現象，須立即通報醫師 D.結腸造口的黏膜並無神經，且會比周圍皮膚低,單選,A. 保守療法應採低渣、高熱量、高蛋白飲食,2,【解答】A 【出處】消化系統疾病及護理 【解析】手術前採結腸灌洗，剛手術後的造瘻口 會有腫脹情形，持續約三到六周。,113產兒科
有關兒童急性腹瀉時，下列護理處置何者最適當？,A.給與腸道吸附劑（kaolin-pectin），與食物一起服用 B.以雞湯取代配方奶 C.水分的補充可給與口服葡萄糖電解質水 D.配方奶泡濃一些，減少水瀉的次數,單選,C. 水分的補充可給與口服葡萄糖電解質水,2,【解答】C 【出處】消化系統痪病及護理 【解析】急性腹瀉可由進食葡萄糖電解質口服液 或者讓腸道休息禁食，也可以提供半奶、稀釋牛 奶、去乳糖奶粉餵食。,113產兒科
有關兒童腦神經疾病導致的顱內壓升高（IICP），若無適切介入措施，常會造成兒童生命危險，下列護理措 施何者正確？,A.可過度換氣讓動脈血中氧氣濃度（PaO2）維持在27～30 mmHg B.應維持病童房間光線明亮，避免病童因頭昏跌倒 C.協助抬高床頭約30度，維持頭頸部自然平直 D.若有痰液，教導常做深呼吸咳嗽，避免積痰而缺氧,單選,C. 協助抬高床頭約30度，維持頭頸部自然平直,2,【解答】C 【出處】神經與骨骼系統疾病與護理 【解析】血中氧氣濃度維持在22到 27mmHg，提 供光線柔和的環境，避免做咳嗽、肺部物理治療， 以免造成顱內壓升高。,113產兒科
小英，6歲，罹患重症肌無力（myasthenia gravis），下列護理措施何者不適當？,A.鼓勵加強費力的活動，有助改善肌肉力量 B.若出現複視情形，需預防跌倒 C.觀察是否有呼吸困難或痰液不易咳出情形 D.眼瞼下垂是最早出現的症狀,單選,A. 鼓勵加強費力的活動，有助改善肌肉力量,2,【解答】A 【出處】神經系統 【解析】 (A)多休息才能改善肌無力,113產兒科
有關熱性痙攣（febrile convulsion）的敘述，下列何者最不適當？,A.發燒介於37～38℃之間，且出現單側性的全身性僵直 B.為引起幼兒抽筋或痙攣最常見的原因之一 C.發燒是誘發因素，其基礎疾病為感染性病原，如上呼吸道感染 D.發作時，若出現牙關緊閉，不可強行將兒童嘴巴打開,單選,A. 發燒介於37～38℃之間，且出現單側性的全身性僵直,2,【解答】A 【出處】兒童各系統疾病及護理-神經系統 【解析】(A)熱性痙孿症狀是中心體溫大於 39°C、 抽痙形態是全身性僵直陣攣,113產兒科
有關情感轉移（transference）的敘述，下列何者正確？ 座號：___________,A.是指病人將過去經驗的人物情感轉移到護理師 B.是指護理師將過去經驗的人物情感轉移到病人 C.對護病關係的建立絕對有不好的影響 D.是指護理師對病人有性幻想,單選,A. 是指病人將過去經驗的人物情感轉移到護理師,2,【解答】A 【出處】治療性人際關係與溝通 【解析】 (B)此為情感反轉移 (C)不一定絕對是不好的影響，有時反而能增強 護病關係,113精神社區
有關多巴胺（dopamine）傳導路徑理論與思覺失調症的關係，下列敘述何者最適切？,A.興趣動機缺乏的症狀主要與結節—漏斗部多巴胺路徑有關 B.妄想幻覺的症狀主要與中腦—邊緣多巴胺路徑有關 C.類巴金森氏症狀主要與中腦—皮質多巴胺路徑有關 D.泌乳素上升的副作用主要與黑質—紋狀體多巴胺路徑有關,單選,B. 妄想幻覺的症狀主要與中腦—邊緣多巴胺路徑有關,2,【解答】B 【出處】肌體治療與藥物治療 【解析】 (A)負性症狀主要與結節—皮質多巴胺路徑有關 (C)類巴金森氏症狀主要與中腦一紋狀體多巴胺 路徑有關 (D)沁乳素上升的副作用主要與黑質一漏斗部 多巴胺路徑有關,113精神社區
有關家庭治療之敘述，下列何者最適切？,A.鮑恩（Bowen）家庭治療理論中三角關係（triangles），僅存於夫妻或手足間 B.鮑恩（Bowen）家庭治療之目標是降低家庭成員分化程度 C.策略性（strategic）家庭治療以解決家庭溝通問題為導向 D.家庭治療並不處理家庭危機，僅提供諮商與行為修正,單選,C. 策略性（strategic）家庭治療以解決家庭溝通問題為導向,2,【解答】C 【出處】團體治療及其他治療 【解析】 (A)三角關係(triangles)不僅存於夫妻或手足間， 親子、外遇、婆媳皆有可能 (B)分化程度為越高越好，故目標為增加分化程度 (D)家庭治療不僅提供詻商與行為修正，也處理 家庭危機,113精神社區
李先生為憂鬱症病人，因工作不順遂，與同事發生嚴重爭執，由案妻陪同到醫院接受治療，下列何項溝通技 巧最不適宜？,A.主動傾聽 B.澄清 C.拓寬話題 D.批判,單選,D. 批判,2,【解答】D 【出處】治療性人際關係與溝通 【解析】 治療性溝通要以非批判性的態度接納個案,113精神社區
有關認知行為治療的敘述，下列何者最適切？,A.不處理壓力的生理反應 B.引導個案調整想法和行為 C.強調個案早期發展階段的問題 D.了解個案潛意識對人際關係的影響,單選,B. 引導個案調整想法和行為,2,【解答】B 【出處】行為治療與認知治療 f.hX5司 【解析】 (A)認知行為治療有許多技巧可處理壓力引起的 生理反應 (C)D)為心理分析治療,113精神社區
汪小姐剛入住急性精神科病房，覺得門把骯髒，都使用紙張包覆才願意轉動把手，下列何項護理措施最適 宜？,A.不給與紙張，強迫他適應觸摸門把 B.向他解說，拿紙張是不必要的 C.要他負責清洗病房的門把 D.提供他紙張，直到他的焦慮減輕,單選,D. 提供他紙張，直到他的焦慮減輕,2,【解答】D 【出處】焦慮性族患之護理 【解析】對於患者的焦虑、強迫行為，不要強硬 阻止，可給予額外的時間、提供紙巾，觀察焦慮 徵象，利用身體放鬆法、系統減敏法來減少焦慮 及強迫行為。,113精神社區
有關日落症候群（sundown syndrome）較常見於何種疾患？,A.失智症 B.恐慌症 C.雙相情緒障礙症 D.譫妄患者,單選,A. 失智症,2,【解答】A 【出處】認知障礙族患之護理 【解析】日落症候群(sundown syndrome)為失智症 常出現的症狀。,113精神社區
葉同學剛滿18歲，診斷為雙相情緒障礙症（bipolar disorder），媽媽非常不解的詢問護理師為什麼會這 樣。關於疾病的生物病因，下列何項回答最為適切？,A.受到 近日持續高溫的影響，待天氣轉涼即可改善 B. 跟內分泌系統或神經傳導物質有關，需要藥物治療 C.跟家族遺傳無直接相關，媽媽不用太自責 D.鉛中毒是最常見的生物病因,單選,B. 跟內分泌系統或神經傳導物質有關，需要藥物治療,2,【解答】B 【出處】情感性族患之護理 【解析】(A)(C)(D)皆為不適切、無醫學根據的不 負責任式的回答。,113精神社區
下列何項描述符合鬱症發作（major depressive episode）的診斷？,A.主觀感受想法洶湧不止 B. 憂鬱症狀須持續二週才能診斷 C.與是否造成社交、職業或其他功能缺損無關 D.可能失眠，不會嗜睡,單選,B. 憂鬱症狀須持續二週才能診斷,2,【解答】B 【出處】情感性族患之護理 【解析】(A)為躁症之症狀。 (C)可能會造成功能缺損。 (D)失眠、嗜睡皆屬於睡眠障礙。,113精神社區
有關思覺失調症病人出現生活懶散、缺乏動機，下列何項護理措施最不適切？,A.鼓勵建立每日作息表 B.對參與團體治療給予讚賞 C.與病人的互動保持真誠與公開 D.向病人保證藥物治療只是短暫的,單選,D. 向病人保證藥物治療只是短暫的,2,【解答】D 【出處】思考性族患之護理 【解析】(D)為無效並不適當的保證。,113精神社區
王小姐有被害妄想，一直擔心家人在食物中下毒，入院後仍不肯進食。下列何者是最優先的護理措施？,A.請醫師立即插鼻胃管給予灌食 B.告知病人再不進食，要進保護室 C.請病人家屬準備伙食 D.協助病人自行採購包裝完整的食物,單選,D. 協助病人自行採購包裝完整的食物,2,【解答】D 【出處】思考性族患之護理 【解析】若因被害安想而拒食時，優先可提供包 裝完整或可自行開罐之食物，故答案為(D)。,113精神社區
有關思覺失調症病人常不規則服藥，下列何項出院藥物護理最不適切？,A.評估家庭主要照顧者是誰 B.了解不服藥的原因 C.提供藥物相關資訊 D.返家後的藥物，可供家人自行選擇,單選,D. 返家後的藥物，可供家人自行選擇,2,【解答】D 【出處】思考性族患之護理 【解析】(D)若對藥物有疑問或想調整，務必先與 醫師討論，不可自行調藥或挑藥。,113精神社區
根據佛洛伊德學說，人格障礙病人在肛門期受到過度的管教約束，影響心性發展。以下何者為其日後的行為 模式？,A.對不同性別的父母產生性吸引 B.強烈地傾向追求愉悅、避免痛苦 C.行為傾向一板一眼、缺乏彈性 D.生活的大小事都要他人為其承擔責任,單選,C. 行為傾向一板一眼、缺乏彈性,2,【解答】C 【出處】人格障礙族患之護理 【解析】 (A)為性蕾期(性器期）。 (B)為口慾期。 (C)肛門期受到過度的管教約束，易造成強迫型 人格障礙，又稱肛門性格。,113精神社區
有關恐慌症的敘述，下列何者最不適切？,A.預期中的反覆發作 B.突發的恐懼會於幾分鐘內達最高峰 C.常見心悸、喘不過氣、胸痛等症狀 D.可能出現失真感、失自我感,單選,A. 預期中的反覆發作,2,【解答】A 【出處】焦慮性疾患之護理 收弟 【解析】 (A)恐慌症為非預期的、無緣無故地反覆發作。,113精神社區
有關美沙冬（methadone）的敘述，下列何者正確？,A.不會有呼吸抑制、欣快感和戒斷症狀 B.成癮性比海洛因低，戒斷症狀也比海洛因輕微 C.是一種替代療法，其治療主要是心理安撫作用 D.病人需終身服用,單選,B. 成癮性比海洛因低，戒斷症狀也比海洛因輕微,2,【解答】B 【出處】物質相關障礙痪患之護理 【解析】 (A)成癮性小、副作用較弱，但非完全無副作用 (C)是一種替代療法，生理上替代嗎啡類藥物成癮 (D)不需終身服用，戒癮後即可停止服用,113精神社區
李同學，12歲，對無法停止洗手行為，感到情緒低落並無自信，導致每次不停的洗手，即使手已經破皮仍繼 續洗手。護理師建議李同學藉由玩自己最喜歡的小小兵玩具轉移注意力並練習不繼續洗手。此種照護處置是 應用下列何種治療技巧？,A.沙箱療法（sand body therapy） B.非指引性治療（non-directive play） C.暴露與反應阻止法（exposure and response prevention） D.生理回饋（bio-feedback）,單選,C. 暴露與反應阻止法（exposure and response prevention）,2,【解答】C 【出處】焦慮性族患之護理 【解析】 （A)沙箱療法(sand body therapy)： 為一種創造性的治療方法，用於有自尊問題、 發育障礙、創傷相關障礙、學習障礙和注意力 集中障礙者，而非用於治療強迫症。 (B)非指引性治療(non-directive play)為一種遊戲 治療，主要用於兒童發展。 (C)轉移注意力，隸屬於暴露與反應阻止法 (exposure and response prevention)* (D)生理回饋(bio-feedback)為肌肉放鬆法，而非 轉移注意力。,113精神社區
有關物質使用障礙症成因之敘述，下列何者錯誤？,A.成癮物質會直接活化酬償系統，產生愉悅感 B.同儕互相影響是使用成癮物質的因素之一 C.家庭功能失調是使用成癮物質的因素之一 D.與對成癮物質的認知無關，不會想戒除,單選,D. 與對成癮物質的認知無關，不會想戒除,2,【解答】D 【出處】物質相關障礙疾患之護理 【解析】(D)物質使用障礙與個人認知、心理依賴 也有極大相關。,113精神社區
廖奶奶，84歲，獨居，三個月前經歷結縭60年的老伴過世，面帶愁容、不與人打招呼。廖奶奶向女兒表示自 己不想再吃藥了，活著沒有意思。評估廖奶奶的精神健康狀況後，下列何者應為最優先的護理處置？,A.了解廖奶奶對於伴侶離世的內心感受，協助抒發與轉移注意 B.進一步評估廖奶奶的自殺意念與計畫，防範自殺危險 C.陪伴廖奶奶透過緬懷過往記憶，重新找到價值與存活意義 D.儘快安排廖奶奶入住護理之家，提供緊急密切的生理照護,單選,B. 進一步評估廖奶奶的自殺意念與計畫，防範自殺危險,2,【解答】B 【出處】危機處置及特殊事件之護理 【解析】奶奶已經向家人表示不想再吃藥、活著 沒有意思等語，故優先為危機處置，預防自殺行 為，故答案為(B)。,113精神社區
承上題，廖奶奶經醫師建議入院治療，有關各項治療的敘述，下列何者最適當？,A.透過哀傷輔導，可協助廖奶奶表達內心的感受 B.為改善廖奶奶憂鬱情緒，必須服用rivastigmine（Exelon®） C.為防範廖奶奶自殺，護理師應密切觀察，每5分鐘提供探視 D.儘量要求廖奶奶參加所有治療活動，轉移其負面情緒,單選,A. 透過哀傷輔導，可協助廖奶奶表達內心的感受,2,【解答】A 【出處】危機處置及特殊事件之護理 【解析】 (B)rivastigmine(Exelon®) 為治療失智症藥物而 非憂鬱症藥物。 (C)應密切觀察，約每 15分鐘提供探視。 (D)應漸進式的鼓勵參加活動。,113精神社區
下列何者不屬於神經發展障礙症（neurodevelopmental disorders）的疾病？,A.智能不足 B.自閉症類群障礙症 C.注意力不足／過動症 D.遺尿症,單選,D. 遺尿症,2,【解答】D 【出處】兒童及青少年精神痪患之護理 【解析】(A)B)(C)屬於神經發展障礙症， (D)屬於排泄障礙症範疇。,113精神社區
孫先生於精神科病房出院後，規則服藥，病情穩定，但面臨經濟困境及就業需求。護理師為協助其發展經濟 及就業，必須具有下列何項實務能力？,A.建構自我 B.疾病管理 C.精神衛生需求評估 D.資源連結,單選,D. 資源連結,2,【解答】D 【出處】精神科護理基本概念 【解析】患者已出院、規則服藥、病情穩定，表 示(A)B(C)已基本稳定，題目問的是面臨經濟困 境、就業問題，故較需要的是(D)社會資源的連結 協助。,113精神社區
有關社區心理衛生工作之敘述，下列何者屬於第三級預防工作？,A.加強門診治療功能 B.在里民中心辦理心理衛生講座 C.對社區中有高度自傷危險者給予危機處置 D.協助精神病人重返社區生活,單選,D. 協助精神病人重返社區生活,2,【解答】D 【出處】精神科護理基本概念 【解析】(A)屬於初級預防。 (B)屬於初級預防。 (C)屬於二級預防。,113精神社區
災難急性期運用安心團體（debriefing），下列敘述何者最適切？,A.於創傷後三個月開始實施最適宜 B.治療者協助個案回顧、經歷並整合創傷之過程 C.是屬於精神分析類的支持性治療團體 D.進行結構式之駁斥、澄清、面質、結束等步驟,單選,B. 治療者協助個案回顧、經歷並整合創傷之過程,2,【解答】B 【出處】危機處置及特殊事件之護理 【解析】 (A)於黃金72 小時內開始實施。 (C)不屬於精神分析類。  (D)分為七步驟，而非駁斥、澄清、面質、結束。,113精神社區
有關精神護理之家的服務對象其收置條件，可包含下列何者？①精神症狀穩定且慢性化者　②不需急性住院 治療但需生活照顧者　③需急性住院治療之年邁者、失智者　④無家可歸的慢性精神病人,A.僅③④ B.僅①②③ C.僅①②④ D.①②③④,單選,C. 僅①②④,2,【解答】C 【出處】精神科護理基本概念 【解析】 ①②④均為精神護理之家的收置對象， ③已說明需急性住院治療，故非精神護理之家的 收置範圍,113精神社區
吳先生，因住院期間多次企圖割腕自殺，必須採取保護約束之措施。有關約束處置之敘述，下列何者最不適 當？,A.需有醫師開立醫囑，才能給予約束 B.至少每15分鐘探視病人一次 C.每2小時評估病人是否可以解除保護約束 D.應持續約束病人，直到自殺意念消失,單選,D. 應持續約束病人，直到自殺意念消失,2,【解答】D 【出處】危機處置及特殊事件之護理 【解析】(D)自殺意念不會短期消失，但仍需解約 讓患者活動，安全檢查、移開危險物品、24小時 監控，或可入住有監視器的保護室，必要時再約 束，而非持續約束。,113精神社區
有關基層醫療保健之社區與醫療服務原則，下列何者最不適當？,A.可近性（accessibility） B.可接受性（acceptability） C.可用性（availability） D.穩定性（stability）,單選,D. 穩定性（stability）,2,【解答】D 【出處】衛生行政組織 【解析】(D)「穩定性」雖然對於醫療服務來說是 一個好的特質，但它並不是通常討論基層醫療保 健時強調的核心原則。基層醫療保健更強調的是 服務的可及性、可接受性和可用性等方面。,113精神社區
衛生福利部國民健康署成立青少年好漾館與WHO之SDGs中，那一個議題最為相關？,A.消弭貧窮（No poverty） B.良好健康與福祉（Good health and well-being） C.優質教育（Quality education） D.永續城市與社區（Sustainable cities and communities）,單選,B. 良好健康與福祉（Good health and well-being）,2,【解答】B 【出處】健康促進 【解析】(B)良好健康與福祉(Good health and well-being）這個目標強調確保所有年齡層的人都 能享有健康生活和促進福祉，特別是針對兒童和 青少年的健康服務和支持非常重要。因此，衛生 福利部國民健康署成立的青少年好漾館主要是為 了促進青少年的健康和福祉，提供相關的健康資 訊、服務和支持，與該目標的關聯性較大。,113精神社區
有關疾病發生率的敘述，下列何者最適當？,A.通常以比例（ratio）方式呈現 B.指某一時間內，族群中現存的病例數 C.可推算罹病的可能性或致病因子 D.最適合用來規劃長期醫療設備、人力配置的參考,單選,C. 可推算罹病的可能性或致病因子,2,【解答】C 【出處】生命統計 【解析】滨病發生率(incidence rate）指的是在特 定時間內，某特定人群中新發病例的數量。它是 用來衡量在一定時間內新發生某病的風險或速率 ，因此可用於推算罹病的可能性或致病因子。 最適當敘述是(C)。,113精神社區
